,precision,recall,f1-score,support
currency,1.0,0.4,0.5714285714285714,5.0
energy,1.0,1.0,1.0,10.0
housing,0.9090909090909091,1.0,0.9523809523809523,20.0
interest,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
jobs,0.9719626168224299,0.9541284403669725,0.9629629629629629,109.0
macro,0.7168141592920354,0.9418604651162791,0.8140703517587939,86.0
market,0.9,0.7627118644067796,0.8256880733944955,59.0
none,0.937007874015748,0.9596774193548387,0.9482071713147411,248.0
other,0.0,0.0,0.0,6.0
prices,0.5,0.15384615384615385,0.23529411764705882,13.0
retail,0.5,0.5,0.5,4.0
wages,1.0,0.5625,0.72,16.0
accuracy,0.8898305084745762,0.8898305084745762,0.8898305084745762,0.8898305084745762
macro avg,0.7743348680303317,0.6743222666861568,0.6989312548358694,590.0
weighted avg,0.8860164641872604,0.8898305084745762,0.8802162262113965,590.0
