,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.8,0.8,0.8,5.0
macro,0.9090909090909091,0.8695652173913043,0.8888888888888888,23.0
market,0.8571428571428571,0.9,0.8780487804878049,20.0
none,0.9090909090909091,1.0,0.9523809523809523,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706
macro avg,0.5475324675324675,0.5069565217391304,0.5185985288424313,102.0
weighted avg,0.8570155334861218,0.8823529411764706,0.8669999164977643,102.0
