,precision,recall,f1-score,support
currency,0.0,0.0,0.0,0.0
energy,1.0,1.0,1.0,1.0
housing,1.0,1.0,1.0,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9629629629629629,0.9629629629629629,0.9629629629629629,27.0
macro,0.9166666666666666,1.0,0.9565217391304348,11.0
market,1.0,0.9285714285714286,0.962962962962963,14.0
none,0.9841269841269841,0.9841269841269841,0.9841269841269841,63.0
prices,1.0,1.0,1.0,3.0
wages,0.0,0.0,0.0,1.0
accuracy,0.9689922480620154,0.9689922480620154,0.9689922480620154,0.9689922480620154
macro avg,0.7863756613756614,0.7875661375661375,0.7866574649183345,129.0
weighted avg,0.9696382428940568,0.9689922480620154,0.9690172140458625,129.0
