,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,0.8888888888888888,1.0,0.9411764705882353,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9285714285714286,0.9629629629629629,0.9454545454545454,27.0
macro,0.6666666666666666,0.9090909090909091,0.7692307692307693,11.0
market,1.0,0.6428571428571429,0.782608695652174,14.0
none,0.9661016949152542,0.9661016949152542,0.9661016949152542,59.0
prices,1.0,1.0,1.0,3.0
wages,1.0,0.875,0.9333333333333333,8.0
accuracy,0.9242424242424242,0.9242424242424242,0.9242424242424242,0.9242424242424242
macro avg,0.9389142976713598,0.9284458566473632,0.9264339454638123,132.0
weighted avg,0.9357263107263107,0.9242424242424242,0.9237985709038953,132.0
