,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.4,1.0,0.5714285714285714,2.0
jobs,0.9583333333333334,1.0,0.9787234042553191,23.0
macro,0.9166666666666666,0.9565217391304348,0.9361702127659575,23.0
market,0.875,0.6086956521739131,0.717948717948718,23.0
none,1.0,0.9056603773584906,0.9504950495049505,53.0
other,0.2222222222222222,1.0,0.36363636363636365,2.0
prices,0.8571428571428571,1.0,0.9230769230769231,6.0
retail,0.0,0.0,0.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8814814814814815,0.8814814814814815,0.8814814814814815,0.8814814814814815
macro avg,0.722936507936508,0.8470877768662838,0.7441479242616803,135.0
weighted avg,0.9232392710170487,0.8814814814814815,0.8914089091604716,135.0
