,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.5,1.0,0.6666666666666666,2.0
jobs,1.0,1.0,1.0,23.0
macro,0.9166666666666666,0.9565217391304348,0.9361702127659575,23.0
market,1.0,0.9130434782608695,0.9545454545454546,23.0
none,1.0,0.9433962264150944,0.970873786407767,53.0
other,0.6666666666666666,1.0,0.8,2.0
prices,0.8571428571428571,1.0,0.9230769230769231,6.0
retail,1.0,1.0,1.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
macro avg,0.894047619047619,0.9812961443806397,0.9251333043462768,135.0
weighted avg,0.9671075837742503,0.9555555555555556,0.9586264140708817,135.0
