,precision,recall,f1-score,support
currency,0.2,1.0,0.33333333333333337,1.0
jobs,0.9375,0.625,0.75,24.0
macro,1.0,0.6875,0.8148148148148148,16.0
market,1.0,0.6666666666666666,0.8,9.0
none,0.8275862068965517,0.9795918367346939,0.897196261682243,49.0
other,0.0,0.0,0.0,0.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.3333333333333333,0.5,0.4,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.819047619047619,0.819047619047619,0.819047619047619,0.819047619047619
macro avg,0.6720466155810983,0.7176398337112624,0.6502763629970276,105.0
weighted avg,0.8777941981390256,0.819047619047619,0.8276611025164652,105.0
