,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.6666666666666666,0.8,0.7272727272727273,5.0
macro,1.0,0.8695652173913043,0.9302325581395349,23.0
market,0.9,0.9,0.9,20.0
none,0.926829268292683,0.95,0.9382716049382716,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,1.0,1.0,1.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8921568627450981,0.8921568627450981,0.8921568627450981,0.8921568627450981
macro avg,0.5903178122690318,0.5926877470355731,0.5905251718500485,102.0
weighted avg,0.9059461182847123,0.8921568627450981,0.8976723203049392,102.0
