,precision,recall,f1-score,support
currency,0.5,1.0,0.6666666666666666,1.0
jobs,0.9333333333333333,0.5833333333333334,0.7179487179487181,24.0
macro,1.0,0.75,0.8571428571428571,16.0
market,1.0,1.0,1.0,9.0
none,0.8,0.9795918367346939,0.8807339449541285,49.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.0,0.0,0.0,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8380952380952381,0.8380952380952381,0.8380952380952381,0.8380952380952381
macro avg,0.7479166666666667,0.7891156462585034,0.7474543804819034,105.0
weighted avg,0.8604761904761904,0.8380952380952381,0.8318010808181189,105.0
