,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,0.5,0.6666666666666666,2.0
interest,1.0,1.0,1.0,7.0
jobs,1.0,0.875,0.9333333333333333,40.0
macro,0.7142857142857143,0.7142857142857143,0.7142857142857143,21.0
market,1.0,1.0,1.0,14.0
none,0.46153846153846156,1.0,0.631578947368421,18.0
other,1.0,0.3333333333333333,0.5,3.0
prices,1.0,0.3333333333333333,0.5,3.0
wages,1.0,0.23076923076923078,0.375,13.0
accuracy,0.7804878048780488,0.7804878048780488,0.7804878048780488,0.7804878048780488
macro avg,0.9175824175824175,0.6486721611721611,0.6987531328320802,123.0
weighted avg,0.8724202626641651,0.7804878048780488,0.77433675652546,123.0
