,precision,recall,f1-score,support
currency,0.5,1.0,0.6666666666666666,1.0
jobs,1.0,0.16666666666666666,0.2857142857142857,24.0
macro,1.0,0.625,0.7692307692307693,16.0
market,1.0,0.3333333333333333,0.5,9.0
none,0.6,0.9795918367346939,0.7441860465116279,49.0
prices,1.0,0.6666666666666666,0.8,3.0
retail,0.3333333333333333,0.5,0.4,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
macro avg,0.8041666666666667,0.6589073129251701,0.6457247210154187,105.0
weighted avg,0.7958730158730158,0.6666666666666666,0.6190154105768724,105.0
