id,text
65531_17,"Industry Standing AT&T and Time Warner already compete with different players in various markets. How they stack up: AT&T Time Warner Pay-TV distributors Wireless providers COMPANY U.S. subscribers, MILLIONs video subscribers, MILLIONs COMPANY 25.2 22.4 17.0 13.2 4.6 Verizon AT&T T-Mobile Sprint 116.3 93.2 58.7 40.9 AT&T* Comcast Charter Dish* Verizon Premium/on-demand brands TV-channel owners COMPANY U.S. subscribers‡, MILLIONs share of tv viewers† COMPANY NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner 19% 15 14 13 11 11 HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 Time Warner AT&T Pay-TV distributors Wireless providers video subscribers, MILLIONs COMPANY U.S. subscribers, MILLIONs COMPANY 116.3 93.2 58.7 40.<span>9 25.2 22</span>.4 17.0 13.2 4.6 AT&T* Comcast Charter Dish* Verizon Verizon AT&T T-Mobile Sprint Premium/on-demand brands TV-channel owners share of tv viewers† COMPANY U.S. subscribers‡, MILLIONs COMPANY 19% 15 14 13 11 11 HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner AT&T Time Warner Pay-TV distributors Wireless providers COMPANY video subscribers, MILLIONs U.S. subscribers, MILLIONs COMPANY 116.3 93.2 58.7 40.9 Verizon AT&T T-Mobile Sprint 25.2 22.4 17.0 13.2 4.6 AT&T* Comcast Charter Dish* Verizon Premium/on-demand brands TV-channel owners U.S. subscribers‡, MILLIONs share of tv viewers† COMPANY COMPANY HBO/Cinemax Netflix Showtime Starz Hulu NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner 54 53 25 24 17 19% 15 14 13 11 11 AT&T Time Warner Pay-TV distributors COMPANY video subscribers, MILLIONs AT&T* Comcast Charter Dish* Verizon 25.2 22.4 17.0 13.2 4.6 Wireless providers COMPANY U.S. subscribers, MILLIONs Verizon AT&T T-Mobile Sprint 116.3 93.2 58.7 40.9 TV-channel owners share of tv viewers† COMPANY 19% 15 14 13 11 11 NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner Premium/on-demand brands U.S. subscribers‡, MILLIONs COMPANY HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 *Includes 1.2M DirecTV Now connections and 2.2M Sling TV subscribers †Share of broadcast and cable programs watched live or within seven days for the current season (Sept. 25, 2017 - Feb. 25, 2018) ‡Estimates Sources: Leichtman Research Group (pay TV); MoffettNathanson (TV channels); Kagan, S&P Global Market Intelligence (premium/on-demand TV); the companies Question of competition The case raises this central question: If AT&T buys Time Warner, would it lead to substantially less competition? Both sides lay out their arguments in court papers filed in the case."
65531_5,"Industry Standing AT&T and Time Warner already compete with different players in various markets. How they stack up: AT&T Time Warner Pay-TV distributors Wireless providers COMPANY U.S. subscribers, MILLIONs video subscribers, MILLIONs COMPANY 25.2 22.<span>4 17.0 13</span>.2 4.6 Verizon AT&T T-Mobile Sprint 116.3 93.2 58.7 40.9 AT&T* Comcast Charter Dish* Verizon Premium/on-demand brands TV-channel owners COMPANY U.S. subscribers‡, MILLIONs share of tv viewers† COMPANY NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner 19% 15 14 13 11 11 HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 Time Warner AT&T Pay-TV distributors Wireless providers video subscribers, MILLIONs COMPANY U.S. subscribers, MILLIONs COMPANY 116.3 93.2 58.7 40.9 25.2 22.4 17.0 13.2 4.6 AT&T* Comcast Charter Dish* Verizon Verizon AT&T T-Mobile Sprint Premium/on-demand brands TV-channel owners share of tv viewers† COMPANY U.S. subscribers‡, MILLIONs COMPANY 19% 15 14 13 11 11 HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner AT&T Time Warner Pay-TV distributors Wireless providers COMPANY video subscribers, MILLIONs U.S. subscribers, MILLIONs COMPANY 116.3 93.2 58.7 40.9 Verizon AT&T T-Mobile Sprint 25.2 22.4 17.0 13.2 4.6 AT&T* Comcast Charter Dish* Verizon Premium/on-demand brands TV-channel owners U.S. subscribers‡, MILLIONs share of tv viewers† COMPANY COMPANY HBO/Cinemax Netflix Showtime Starz Hulu NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner 54 53 25 24 17 19% 15 14 13 11 11 AT&T Time Warner Pay-TV distributors COMPANY video subscribers, MILLIONs AT&T* Comcast Charter Dish* Verizon 25.2 22.4 17.0 13.2 4.6 Wireless providers COMPANY U.S. subscribers, MILLIONs Verizon AT&T T-Mobile Sprint 116.3 93.2 58.7 40.9 TV-channel owners share of tv viewers† COMPANY 19% 15 14 13 11 11 NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner Premium/on-demand brands U.S. subscribers‡, MILLIONs COMPANY HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 *Includes 1.2M DirecTV Now connections and 2.2M Sling TV subscribers †Share of broadcast and cable programs watched live or within seven days for the current season (Sept. 25, 2017 - Feb. 25, 2018) ‡Estimates Sources: Leichtman Research Group (pay TV); MoffettNathanson (TV channels); Kagan, S&P Global Market Intelligence (premium/on-demand TV); the companies Question of competition The case raises this central question: If AT&T buys Time Warner, would it lead to substantially less competition? Both sides lay out their arguments in court papers filed in the case."
65531_8,"Industry Standing AT&T and Time Warner already compete with different players in various markets. How they stack up: AT&T Time Warner Pay-TV distributors Wireless providers COMPANY U.S. subscribers, MILLIONs video subscribers, MILLIONs COMPANY 25.2 22.4 17.0 13.2 4.6 Verizon AT&T T-Mobile Sprint 116.3 93.<span>2 58.7 40</span>.9 AT&T* Comcast Charter Dish* Verizon Premium/on-demand brands TV-channel owners COMPANY U.S. subscribers‡, MILLIONs share of tv viewers† COMPANY NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner 19% 15 14 13 11 11 HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 Time Warner AT&T Pay-TV distributors Wireless providers video subscribers, MILLIONs COMPANY U.S. subscribers, MILLIONs COMPANY 116.3 93.2 58.7 40.9 25.2 22.4 17.0 13.2 4.6 AT&T* Comcast Charter Dish* Verizon Verizon AT&T T-Mobile Sprint Premium/on-demand brands TV-channel owners share of tv viewers† COMPANY U.S. subscribers‡, MILLIONs COMPANY 19% 15 14 13 11 11 HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner AT&T Time Warner Pay-TV distributors Wireless providers COMPANY video subscribers, MILLIONs U.S. subscribers, MILLIONs COMPANY 116.3 93.2 58.7 40.9 Verizon AT&T T-Mobile Sprint 25.2 22.4 17.0 13.2 4.6 AT&T* Comcast Charter Dish* Verizon Premium/on-demand brands TV-channel owners U.S. subscribers‡, MILLIONs share of tv viewers† COMPANY COMPANY HBO/Cinemax Netflix Showtime Starz Hulu NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner 54 53 25 24 17 19% 15 14 13 11 11 AT&T Time Warner Pay-TV distributors COMPANY video subscribers, MILLIONs AT&T* Comcast Charter Dish* Verizon 25.2 22.4 17.0 13.2 4.6 Wireless providers COMPANY U.S. subscribers, MILLIONs Verizon AT&T T-Mobile Sprint 116.3 93.2 58.7 40.9 TV-channel owners share of tv viewers† COMPANY 19% 15 14 13 11 11 NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner Premium/on-demand brands U.S. subscribers‡, MILLIONs COMPANY HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 *Includes 1.2M DirecTV Now connections and 2.2M Sling TV subscribers †Share of broadcast and cable programs watched live or within seven days for the current season (Sept. 25, 2017 - Feb. 25, 2018) ‡Estimates Sources: Leichtman Research Group (pay TV); MoffettNathanson (TV channels); Kagan, S&P Global Market Intelligence (premium/on-demand TV); the companies Question of competition The case raises this central question: If AT&T buys Time Warner, would it lead to substantially less competition? Both sides lay out their arguments in court papers filed in the case."
65531_8,"Industry Standing AT&T and Time Warner already compete with different players in various markets. How they stack up: AT&T Time Warner Pay-TV distributors Wireless providers COMPANY U.S. subscribers, MILLIONs video subscribers, MILLIONs COMPANY 25.2 22.4 17.0 13.2 4.6 Verizon AT&T T-Mobile Sprint 116.3 93.<span>2 58.7 40</span>.9 AT&T* Comcast Charter Dish* Verizon Premium/on-demand brands TV-channel owners COMPANY U.S. subscribers‡, MILLIONs share of tv viewers† COMPANY NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner 19% 15 14 13 11 11 HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 Time Warner AT&T Pay-TV distributors Wireless providers video subscribers, MILLIONs COMPANY U.S. subscribers, MILLIONs COMPANY 116.3 93.2 58.7 40.9 25.2 22.4 17.0 13.2 4.6 AT&T* Comcast Charter Dish* Verizon Verizon AT&T T-Mobile Sprint Premium/on-demand brands TV-channel owners share of tv viewers† COMPANY U.S. subscribers‡, MILLIONs COMPANY 19% 15 14 13 11 11 HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner AT&T Time Warner Pay-TV distributors Wireless providers COMPANY video subscribers, MILLIONs U.S. subscribers, MILLIONs COMPANY 116.3 93.2 58.7 40.9 Verizon AT&T T-Mobile Sprint 25.2 22.4 17.0 13.2 4.6 AT&T* Comcast Charter Dish* Verizon Premium/on-demand brands TV-channel owners U.S. subscribers‡, MILLIONs share of tv viewers† COMPANY COMPANY HBO/Cinemax Netflix Showtime Starz Hulu NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner 54 53 25 24 17 19% 15 14 13 11 11 AT&T Time Warner Pay-TV distributors COMPANY video subscribers, MILLIONs AT&T* Comcast Charter Dish* Verizon 25.2 22.4 17.0 13.2 4.6 Wireless providers COMPANY U.S. subscribers, MILLIONs Verizon AT&T T-Mobile Sprint 116.3 93.2 58.7 40.9 TV-channel owners share of tv viewers† COMPANY 19% 15 14 13 11 11 NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner Premium/on-demand brands U.S. subscribers‡, MILLIONs COMPANY HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 *Includes 1.2M DirecTV Now connections and 2.2M Sling TV subscribers †Share of broadcast and cable programs watched live or within seven days for the current season (Sept. 25, 2017 - Feb. 25, 2018) ‡Estimates Sources: Leichtman Research Group (pay TV); MoffettNathanson (TV channels); Kagan, S&P Global Market Intelligence (premium/on-demand TV); the companies Question of competition The case raises this central question: If AT&T buys Time Warner, would it lead to substantially less competition? Both sides lay out their arguments in court papers filed in the case."
65531_30,"Industry Standing AT&T and Time Warner already compete with different players in various markets. How they stack up: AT&T Time Warner Pay-TV distributors Wireless providers COMPANY U.S. subscribers, MILLIONs video subscribers, MILLIONs COMPANY 25.2 22.4 17.0 13.2 4.6 Verizon AT&T T-Mobile Sprint 116.3 93.2 58.7 40.9 AT&T* Comcast Charter Dish* Verizon Premium/on-demand brands TV-channel owners COMPANY U.S. subscribers‡, MILLIONs share of tv viewers† COMPANY NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner 19% 15 14 13 11 11 HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 Time Warner AT&T Pay-TV distributors Wireless providers video subscribers, MILLIONs COMPANY U.S. subscribers, MILLIONs COMPANY 116.3 93.2 58.7 40.9 25.2 22.4 17.0 13.<span>2 4.6 AT</span>&T* Comcast Charter Dish* Verizon Verizon AT&T T-Mobile Sprint Premium/on-demand brands TV-channel owners share of tv viewers† COMPANY U.S. subscribers‡, MILLIONs COMPANY 19% 15 14 13 11 11 HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner AT&T Time Warner Pay-TV distributors Wireless providers COMPANY video subscribers, MILLIONs U.S. subscribers, MILLIONs COMPANY 116.3 93.2 58.7 40.9 Verizon AT&T T-Mobile Sprint 25.2 22.4 17.0 13.2 4.6 AT&T* Comcast Charter Dish* Verizon Premium/on-demand brands TV-channel owners U.S. subscribers‡, MILLIONs share of tv viewers† COMPANY COMPANY HBO/Cinemax Netflix Showtime Starz Hulu NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner 54 53 25 24 17 19% 15 14 13 11 11 AT&T Time Warner Pay-TV distributors COMPANY video subscribers, MILLIONs AT&T* Comcast Charter Dish* Verizon 25.2 22.4 17.0 13.2 4.6 Wireless providers COMPANY U.S. subscribers, MILLIONs Verizon AT&T T-Mobile Sprint 116.3 93.2 58.7 40.9 TV-channel owners share of tv viewers† COMPANY 19% 15 14 13 11 11 NBC/Universal Disney Discovery/Scripps Fox Viacom Time Warner Premium/on-demand brands U.S. subscribers‡, MILLIONs COMPANY HBO/Cinemax Netflix Showtime Starz Hulu 54 53 25 24 17 *Includes 1.2M DirecTV Now connections and 2.2M Sling TV subscribers †Share of broadcast and cable programs watched live or within seven days for the current season (Sept. 25, 2017 - Feb. 25, 2018) ‡Estimates Sources: Leichtman Research Group (pay TV); MoffettNathanson (TV channels); Kagan, S&P Global Market Intelligence (premium/on-demand TV); the companies Question of competition The case raises this central question: If AT&T buys Time Warner, would it lead to substantially less competition? Both sides lay out their arguments in court papers filed in the case."
18876_1,"That’s a worry, because typically these more wonky areas of finance only become interesting when something is going wrong. The overnight repo rate, which is what banks and other financial players charge each other to lend cash in exchange for supersafe bonds, should be close to 2%, but it shot up almost as high <span>as 10% on</span> Tuesday. One of the underlying causes of this is a scarcity of reserves compared with the amount of Treasury bonds in the market."
18876_0,"That’s a worry, because typically these more wonky areas of finance only become interesting when something is going wrong. The overnight repo rate, which is what banks and other financial players charge each other to lend cash in exchange for supersafe bonds, should be close <span>to 2%,</span> but it shot up almost as high as 10% on Tuesday. One of the underlying causes of this is a scarcity of reserves compared with the amount of Treasury bonds in the market."
18876_0,"That’s a worry, because typically these more wonky areas of finance only become interesting when something is going wrong. The overnight repo rate, which is what banks and other financial players charge each other to lend cash in exchange for supersafe bonds, should be close <span>to 2%,</span> but it shot up almost as high as 10% on Tuesday. One of the underlying causes of this is a scarcity of reserves compared with the amount of Treasury bonds in the market."
18876_0,"That’s a worry, because typically these more wonky areas of finance only become interesting when something is going wrong. The overnight repo rate, which is what banks and other financial players charge each other to lend cash in exchange for supersafe bonds, should be close <span>to 2%,</span> but it shot up almost as high as 10% on Tuesday. One of the underlying causes of this is a scarcity of reserves compared with the amount of Treasury bonds in the market."
18876_1,"That’s a worry, because typically these more wonky areas of finance only become interesting when something is going wrong. The overnight repo rate, which is what banks and other financial players charge each other to lend cash in exchange for supersafe bonds, should be close to 2%, but it shot up almost as high <span>as 10% on</span> Tuesday. One of the underlying causes of this is a scarcity of reserves compared with the amount of Treasury bonds in the market."
3307_11,"The temperature at kickoff was 84 degrees at Super Bowl VII in 1973, which was also held in Los Angeles. At Super Bowl XXXVII in 2003 in San Diego, it <span>was 81 degrees</span> at kickoff. Across the country, cities are smashing heat records more frequently as climate change widens the extremes of temperature ranges worldwide: More heat and cold records were set in the United States last year than in any other year since 1994, according to a New York Times analysis."
3307_1,"season arrives Sunday with what fans hope will be a fitting climax to a wild playoffs, with the Cincinnati Bengals and the Los Angeles Rams facing off in the Super Bowl. The Bengals are in their first Super Bowl <span>in 33 years</span>, led by the rising star quarterback Joe Burrow, who in college won a Heisman Trophy and a national championship with Louisiana State. The Rams have constructed a powerful team through trades and acquisitions, including swapping quarterback Jared Goff for Matthew Stafford in the off-season, and building around the pass rusher Aaron Donald on defense."
3307_6,"And that only comes with sustained success.” Temperatures could climb into the mid-80s this afternoon at SoFi Stadium near Los Angeles, or more than 20 degrees higher than normal for February, which could make this the warmest Super Bowl on record. The National Weather Service issued a heat advisory for the area on Friday, and it remains in effect <span>until 6 p</span>.m. Pacific. It’s been nearly 50 years since the mercury was so high at a Super Bowl, according to the Pro Football Hall of Fame."
3307_6,"And that only comes with sustained success.” Temperatures could climb into the mid-80s this afternoon at SoFi Stadium near Los Angeles, or more than 20 degrees higher than normal for February, which could make this the warmest Super Bowl on record. The National Weather Service issued a heat advisory for the area on Friday, and it remains in effect <span>until 6 p</span>.m. Pacific. It’s been nearly 50 years since the mercury was so high at a Super Bowl, according to the Pro Football Hall of Fame."
3307_12,"At Super Bowl XXXVII in 2003 in San Diego, it was 81 degrees at kickoff. Across the country, cities are smashing heat records more frequently as climate change widens the extremes of temperature ranges worldwide: More heat and cold records were set in the United States last year than in any other year <span>since 1994,</span> according to a New York Times analysis. Most of those were heat records, which were set at 8.3 percent of all weather stations nationwide last year."
77931_61,"The mortality rate was 5.8% in the first several weeks in Wuhan, China, where the epidemic originated. But in other, less hard-hit areas of China, which had more time to prepare to care for patients, it <span>was 0.7%.</span> The rate in China has come down over time, the report said."
77931_1,"Patients initially develop a fever, cough and aches, and can progress to shortness of breath and complications from pneumonia, according to case reports. Of nearly 56,000 patients in China,<span> 87.9% had</span> a fever, 67.7% had a dry cough, 38.1% experienced fatigue, and 18.6% had shortness of breath. Other, less common symptoms included sore throat, headache, aches, chills, vomiting, diarrhea and nasal congestion."
77931_77,"You may not show symptoms right away. People become ill between two <span>and 14 days</span> after infection, or in an average of about 5 days, according to most estimates. Is taking a common, over-the-counter cold medication helpful?"
77931_11,"By not getting infected, you would also protect those around you, including older family members or anyone you know with heart disease or diabetes, conditions that increase risk of severe illness. Of 44,672 cases in China, 81% had mild symptoms,<span> 13.8% were</span> severely ill, and 4.7% were critically ill, according to the Chinese CDC. All of those who died were in critical condition."
77931_71,"How easily does the virus spread? Disease-modeling experts have estimated that on average, each infected person has transmitted the virus to <span>about 2.6 others</span>, though the range is between 1.5 and 3.5 and one recent report put that number as high as 5.7 for the epidemic in China. Those rates are higher than for some influenza viruses; some are lower than for SARS; and they are far lower than for measles, in which one infected person can transmit the virus to 12 to 18 other people."
38910_1,"Ms. Clinton’s strategy begins with a pledge to defend President Obama’s greenhouse-gas regulations, the final version of which will emerge soon from the Environmental Protection Agency. Those underpin Mr. Obama’s promise to world leaders that the United States will reduce its greenhouse emissions by 26 percent <span>to 28 percent</span> by 2025 and increase renewables to 20 percent of the power grid by 2030. Ms. Clinton would enhance that commitment, promising that a full third of U.S. electricity would come from renewables by 2027, with an emphasis on installing new solar panels."
38910_0,"Ms. Clinton’s strategy begins with a pledge to defend President Obama’s greenhouse-gas regulations, the final version of which will emerge soon from the Environmental Protection Agency. Those underpin Mr. Obama’s promise to world leaders that the United States will reduce its greenhouse emissions <span>by 26 percent</span> to 28 percent by 2025 and increase renewables to 20 percent of the power grid by 2030. Ms. Clinton would enhance that commitment, promising that a full third of U.S. electricity would come from renewables by 2027, with an emphasis on installing new solar panels."
38910_0,"Ms. Clinton’s strategy begins with a pledge to defend President Obama’s greenhouse-gas regulations, the final version of which will emerge soon from the Environmental Protection Agency. Those underpin Mr. Obama’s promise to world leaders that the United States will reduce its greenhouse emissions <span>by 26 percent</span> to 28 percent by 2025 and increase renewables to 20 percent of the power grid by 2030. Ms. Clinton would enhance that commitment, promising that a full third of U.S. electricity would come from renewables by 2027, with an emphasis on installing new solar panels."
38910_0,"Ms. Clinton’s strategy begins with a pledge to defend President Obama’s greenhouse-gas regulations, the final version of which will emerge soon from the Environmental Protection Agency. Those underpin Mr. Obama’s promise to world leaders that the United States will reduce its greenhouse emissions <span>by 26 percent</span> to 28 percent by 2025 and increase renewables to 20 percent of the power grid by 2030. Ms. Clinton would enhance that commitment, promising that a full third of U.S. electricity would come from renewables by 2027, with an emphasis on installing new solar panels."
38910_1,"Ms. Clinton’s strategy begins with a pledge to defend President Obama’s greenhouse-gas regulations, the final version of which will emerge soon from the Environmental Protection Agency. Those underpin Mr. Obama’s promise to world leaders that the United States will reduce its greenhouse emissions by 26 percent <span>to 28 percent</span> by 2025 and increase renewables to 20 percent of the power grid by 2030. Ms. Clinton would enhance that commitment, promising that a full third of U.S. electricity would come from renewables by 2027, with an emphasis on installing new solar panels."
46412_17,"The Nasdaq Composite fell 151.12 points, or 2.1%, to 7167.21, paring much of Thursday’s rebound and putting it down 11% for the month. Shares of Amazon slumped $139.36, <span>or 7.8%,</span> to $1,642.81 to approach a bear market—characterized by a decline of at least 20% from a recent high—while Alphabet fell nearly 2%. Netflix slumped to bring its October declines to 20%, and Facebook and Apple, which both report earnings next week, also slipped."
46412_0,"U.S. Stocks Slump on Tech Worries Declines in major U.S. benchmarks follow disappointing sales from major tech firms A tumultuous week for markets around the world ended with a rocky Friday session, putting the S&<span>P 500 on</span> the cusp of correction territory as investors continued an October retreat from risky assets. As stocks tumbled in early trading, the benchmark stock index fell nearly 3% to breach the level that would place it 10% below last month’s record."
46412_7,"The S&P 500 dropped 46.88 points, or 1.7%, to 2658.69 on Friday. A dip <span>of 0.8% next</span> week would put it in correction territory for the first time since February. The Dow Jones Industrial Average declined 296.24 points, or 1.2%, to 24688.31."
46412_6,"“I’m really amazed at some of the prices I see.” Mr. Hodges said he has been buying shares of materials stocks and home builders that have been engulfed by this week’s selling and are among the market’s worst performers this year. The S&P 500 dropped 46.88 points, or 1.7%, <span>to 2658.69 on</span> Friday. A dip of 0.8% next week would put it in correction territory for the first time since February."
46412_20,"The Nasdaq Composite fell 151.12 points, or 2.1%, to 7167.21, paring much of Thursday’s rebound and putting it down 11% for the month. Shares of Amazon slumped $139.36, or 7.8%, to $1,642.81 to approach a bear market—characterized by a decline of at least 20% from a recent high—while Alphabet fell <span>nearly 2%.</span> Netflix slumped to bring its October declines to 20%, and Facebook and Apple, which both report earnings next week, also slipped."
27095_12,"The odds were around 50% a month ago and nearly zero soon after the Brexit vote. Eurodollar futures showed the value of net bets wagering on higher interest rates in the U.S. hit a two-year high of $1.255 trillion for the week ended Oct.<span> 4,</span> according to data from TD Securities. Rising-rate expectations are pushing government-bond yields in the developed world higher after a sharp midyear decline."
27095_0,"An October surge in the U.S. dollar is reawakening concerns over financial markets’ vulnerability to a likely Federal Reserve rate increase  Oct.<span> 12,</span> 2016 6:19 pm ET  An October surge in the U.S. dollar is reawakening concerns over financial markets’ vulnerability to a likely Federal Reserve rate increase. The WSJ Dollar index rose for the eighth time in the past 10 trading days, hitting a high last seen in the spring."
27095_5,"The dollar’s strengthening has been accompanied by an increase in long-term bond yields, reflecting wagers that the Fed will raise rates as soon as December, and an autumn recovery in market inflation expectations fueled by oil-price gains. On Wednesday, the 10-year U.S. Treasury yield rose by about 0.02 percentage point <span>to 1.778%,</span> its highest close since early June, while Nymex crude closed above $50 for a third consecutive day. The increases in the dollar and U.S. bond yields so far have been modest, while the prices of riskier assets such as stocks have been largely unaffected."
27095_5,"The dollar’s strengthening has been accompanied by an increase in long-term bond yields, reflecting wagers that the Fed will raise rates as soon as December, and an autumn recovery in market inflation expectations fueled by oil-price gains. On Wednesday, the 10-year U.S. Treasury yield rose by about 0.02 percentage point <span>to 1.778%,</span> its highest close since early June, while Nymex crude closed above $50 for a third consecutive day. The increases in the dollar and U.S. bond yields so far have been modest, while the prices of riskier assets such as stocks have been largely unaffected."
27095_15,"The so-called 10-year break-even rate, the yield spread between the 10-year Treasury note and the 10-year Treasury inflation-protected security, was 1.65 percentage point late Wednesday, a five-month high, according to Tradeweb. The figure suggests investors expect annual U.S. inflation <span>of 1.65% in</span> the next 10 years. To be sure, few believe inflation is making significant inroads at the moment."
24581_11,"Yet there remains no way to anticipate how severe the impact will be. Of the 26 El Niño weather patterns observed <span>since 1900,</span> only 17 resulted in widespread droughts in Australia, according to the country’s Bureau of Meteorology. “Every El Niño is different, including its duration and intensity, as is its impact on agricultural production,” analysts at Rabobank said in a note."
