,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.6666666666666666,1.0,0.8,2.0
jobs,1.0,0.8260869565217391,0.9047619047619048,23.0
macro,0.696969696969697,1.0,0.8214285714285714,23.0
market,0.9565217391304348,0.9565217391304348,0.9565217391304348,23.0
none,0.9090909090909091,0.9433962264150944,0.9259259259259259,53.0
other,0.0,0.0,0.0,2.0
prices,0.0,0.0,0.0,6.0
retail,0.0,0.0,0.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8740740740740741,0.8740740740740741,0.8740740740740741,0.8740740740740741
macro avg,0.6229249011857707,0.6726004922067268,0.6408638141246836,135.0
weighted avg,0.8336700336700338,0.8740740740740741,0.8472330001959633,135.0
