,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,0.7142857142857143,0.8333333333333334,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.6666666666666666,0.8,0.7272727272727273,5.0
macro,1.0,0.8695652173913043,0.9302325581395349,23.0
market,0.8421052631578947,0.8,0.8205128205128205,20.0
none,0.8444444444444444,0.95,0.8941176470588236,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,1.0,0.5,0.6666666666666666,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
macro avg,0.577565124933546,0.4667137210615472,0.5035274926955067,102.0
weighted avg,0.8622864350418529,0.8333333333333334,0.8402615173155125,102.0
