,precision,recall,f1-score,support
currency,0.5,1.0,0.6666666666666666,1.0
jobs,0.9473684210526315,0.75,0.8372093023255814,24.0
macro,0.8125,0.8125,0.8125,16.0
market,1.0,1.0,1.0,9.0
none,0.8727272727272727,0.9795918367346939,0.923076923076923,49.0
prices,1.0,0.3333333333333333,0.5,3.0
retail,0.0,0.0,0.0,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
macro avg,0.766574461722488,0.7344281462585034,0.7174316115086463,105.0
weighted avg,0.8761950330371382,0.8666666666666667,0.8618138966976175,105.0
