,precision,recall,f1-score,support
currency,1.0,0.4,0.5714285714285714,5.0
energy,1.0,1.0,1.0,10.0
housing,0.9523809523809523,1.0,0.975609756097561,20.0
interest,0.9230769230769231,0.8571428571428571,0.8888888888888888,14.0
jobs,0.9719626168224299,0.9541284403669725,0.9629629629629629,109.0
macro,0.6666666666666666,0.9302325581395349,0.7766990291262136,86.0
market,0.9111111111111111,0.6949152542372882,0.7884615384615384,59.0
none,0.9263565891472868,0.9637096774193549,0.9446640316205533,248.0
other,0.0,0.0,0.0,6.0
prices,0.3333333333333333,0.07692307692307693,0.125,13.0
retail,0.5,0.25,0.3333333333333333,4.0
wages,1.0,0.5,0.6666666666666666,16.0
accuracy,0.8779661016949153,0.8779661016949153,0.8779661016949153,0.8779661016949153
macro avg,0.7654073493782253,0.6355876553524237,0.6694762315488574,590.0
weighted avg,0.8747004703984577,0.8779661016949153,0.8660911398347183,590.0
