,precision,recall,f1-score,support
currency,0.0,0.0,0.0,2.0
housing,0.0,0.0,0.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.0,0.0,0.0,5.0
macro,0.0,0.0,0.0,23.0
market,0.0,0.0,0.0,20.0
none,0.39215686274509803,1.0,0.5633802816901409,40.0
other,0.0,0.0,0.0,1.0
retail,0.0,0.0,0.0,2.0
accuracy,0.39215686274509803,0.39215686274509803,0.39215686274509803,0.39215686274509803
macro avg,0.04357298474945534,0.1111111111111111,0.06259780907668232,102.0
weighted avg,0.15378700499807765,0.39215686274509803,0.22093344380005525,102.0
