,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,0.42857142857142855,0.6,7.0
interest,0.0,0.0,0.0,2.0
jobs,1.0,0.8,0.8888888888888888,5.0
macro,0.9523809523809523,0.8695652173913043,0.9090909090909091,23.0
market,0.9285714285714286,0.65,0.7647058823529411,20.0
none,0.7017543859649122,1.0,0.8247422680412371,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.7941176470588235
macro avg,0.5582706766917294,0.4248136645962733,0.4654094615040643,102.0
weighted avg,0.8092780972037938,0.7941176470588235,0.7761831083880096,102.0
