,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,1.0,0.8,0.8888888888888888,5.0
macro,0.9090909090909091,0.8695652173913043,0.8888888888888888,23.0
market,0.9285714285714286,0.65,0.7647058823529411,20.0
none,0.7692307692307693,1.0,0.8695652173913043,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
macro avg,0.5606893106893107,0.4819565217391304,0.507871554418869,102.0
weighted avg,0.8259779436250024,0.8333333333333334,0.8166563584797375,102.0
