,precision,recall,f1-score,support
currency,0.5,0.5,0.5,2.0
housing,1.0,1.0,1.0,3.0
interest,1.0,1.0,1.0,5.0
jobs,0.926829268292683,0.926829268292683,0.926829268292683,41.0
macro,0.8823529411764706,0.6,0.7142857142857143,25.0
none,0.7692307692307693,0.9090909090909091,0.8333333333333334,33.0
other,0.6666666666666666,1.0,0.8,2.0
prices,1.0,0.6666666666666666,0.8,3.0
retail,0.2,1.0,0.3333333333333333,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.8360655737704918
macro avg,0.794507964536659,0.8316872558335973,0.7741114982578396,122.0
weighted avg,0.8686620676013156,0.8360655737704918,0.840359094457455,122.0
