,precision,recall,f1-score,support
energy,0.0,0.0,0.0,1.0
housing,1.0,1.0,1.0,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9615384615384616,0.9259259259259259,0.9433962264150944,27.0
macro,0.7692307692307693,0.9090909090909091,0.8333333333333334,11.0
market,0.9333333333333333,1.0,0.9655172413793104,14.0
none,0.8787878787878788,0.9830508474576272,0.928,59.0
prices,0.0,0.0,0.0,3.0
wages,1.0,0.375,0.5454545454545454,8.0
accuracy,0.9015151515151515,0.9015151515151515,0.9015151515151515,0.9015151515151515
macro avg,0.726987826987827,0.6881186313860513,0.6906334829535871,132.0
weighted avg,0.8813502154411247,0.9015151515151515,0.880842746385007,132.0
