,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.6666666666666666,1.0,0.8,2.0
jobs,1.0,0.8695652173913043,0.9302325581395349,23.0
macro,0.575,1.0,0.7301587301587301,23.0
market,1.0,0.391304347826087,0.5625,23.0
none,0.85,0.9622641509433962,0.9026548672566371,53.0
other,0.0,0.0,0.0,2.0
prices,1.0,0.3333333333333333,0.5,6.0
retail,0.0,0.0,0.0,1.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8,0.8,0.8,0.8
macro avg,0.6091666666666666,0.555646704949412,0.5425546155554902,135.0
weighted avg,0.8341358024691358,0.8,0.7745719081145324,135.0
