id,text
56377_12,"This time, Thailand's National Anti-Corruption Commission is considering a petition from Ms. Yingluck's opponents to investigate 312 pro-government lawmakers for backing proposed changes to the constitution. Thailand's Constitutional Court ruled on Nov.<span> 20 that</span> the proposed amendments were illegal, opening the way for the anticorruption agency to suspend the politicians involved, and force the collapse of the government. Ms. Yingluck said she was optimistic that wouldn't happen, though."
74724_2,"But the neighbors were terrified. “Now we can’t even protest, because they’ll shoot at us,” said Delia Arellano,<span> 72,</span> one of the demonstrators. The attack on Sunday was a chilling sign of how President Nicolás Maduro is increasingly relying on paramilitary groups as he clings to power."
58690_10,"Rising worry about a pullback in business sentiment and investment from a sustained conflict is giving the Fed new reason to consider rate cuts. Generally speaking, the Fed will want to move more quickly than it has in previous cycles to shore up growth at the first hint of any economic contraction because with its short-term benchmark at a historically low range of between 2.25% and<span> 2.5%,</span> it doesn’t have as much room to cut rates as in previous downturns. The upshot is if the administration’s trade uncertainty harms the economy, the Fed may have little choice but to respond by cutting rates."
77079_11,"At least 200 Americans have died as a result of the illness. The Latest on the Coronavirus - U.S. weekly jobless claims jump 70,000 to<span> 281,000,</span> higher than expected - Global number of confirmed coronavirus infections passes 237,000 - China records 34 imported cases of the virus - Nations put in place additional travel restrictions to limit the virus’s spread - American hospitals face a shortage of masks, gowns and other equipment More than half of the U.S. cases come from three states: New York, Washington and California, according to Johns Hopkins data. The number of infections in New York nearly doubled to 4,152 Thursday as the state conducted 8,000 tests overnight, Gov."
78491_9,"“I was completely on board with this,” Mr. Hodge said in an interview. “We’re in a very different place than we were 12, 15,<span> 22 months</span> ago. And so this was the moment for this.”  “If there’s an incoming CEO who has experience outside the traditional asset classes, that’s probably a positive in today’s environment,” said Brett Cornwell, head of fixed-income research at Callan, an investment consultant."
77079_7,"As the center of the virus continues to shift to the West, the death toll in Italy surpassed that of China, where the outbreak originated in December. Fatalities in Italy reached 3,405 Thursday, compared <span>with 3,251 in</span> mainland China, according to data from Johns Hopkins University. China reported no new domestic coronavirus infections for the first time since the outbreak surfaced."
70785_5,"With the Fed moderating its stance, investors moved their focus for further action to the year’s second half. Whereas just prior to the Fed’s announcement futures markets had implied a 66% chance of the Fed tightening by its June meeting, those odds slipped <span>to 38% afterward</span>. And while stocks rose, U.S. Treasurys gained ground, pushing yields lower."
23892_9,"The median wait for treatment from a specialist following referral by a general practitioner is 19.8 weeks, according to the Fraser Institute, a Vancouver-based think tank. In 1993, the median wait was less than half as much –<span> 9.3 weeks</span>. Waits are far longer for some specialties."
18441_15,"Financing property was cheap for much of the pandemic. The 30-year rate was under 3% for more than half <span>of 2021.</span> In January of that year, it had hit an all-time low of 2.65%."
18441_4,"Mortgage Rates hit 5% for First Time Since 2011 The monthly cost of buying a typical home has surged by more than a third over the past year by one estimate, yet demand remains robust The interest rate on America’s most popular mortgage hit 5% for the first time in more than a decade, extending a sharp rise that has yet to significantly slow the red-hot housing market. Interest on the average 30-year fixed-rate mortgage climbed from 4.72% a week ago to its highest level since <span>early 2011,</span> government-mortgage company Freddie Mac said Thursday. Fifteen months ago, mortgage rates were at all-time lows."
58690_5,"“Everybody realized pretty quickly that the communications needed adjusting” after the December financial-market swoon, said Chicago Fed President Charles Evans. “I give him high props for making that leadership choice to pivot.”  By March, most Fed officials were projecting no interest-rate increases <span>in 2019.</span> And officials said that in six months, they would end the credit-tightening practice of allowing Fed-owned bonds to expire unreplaced."
42538_10,"The Mount Sinai researchers grouped their samples in different ways and analyzed them using a lab-based antibody test that is highly accurate and specific to the new coronavirus. Among people admitted to the emergency room or the hospital during the study period, the prevalence of antibodies rose to nearly 60 percent <span>from 3.2 percent</span>, the researchers found. These numbers are high because they include people who were severely ill with the coronavirus."
