id,text
39418_0,"King Abdullah of Saudi Arabia, who came to the throne in old age and earned a reputation as a cautious reformer even as the Arab Spring revolts toppled heads of state and Islamic State militants threatened the Muslim establishment that he represented, died on Friday, according to a statement on state television. He <span>was 90.</span> The Royal Court said in a statement broadcast across the kingdom that the king had died early Friday."
39418_1,The royal court did not disclose the exact cause of death. An announcement quoted by the official Saudi Press Agency said the king had a lung infection when he was admitted on Dec.<span> 31 to</span> a Riyadh hospital. The king’s death adds yet another element of uncertainty in a region already overwhelmed by crises and as Saudi Arabia is itself in a struggle with Iran for regional dominance.
39418_25,"As king he also bore the title of custodian of Islam’s holiest sites, Mecca and Medina, making him one of the faith’s most important figures. Abdullah had grown accustomed to the levers of power long before his ascension to the throne in August<span> 2005.</span> After his predecessor, King Fahd, a half brother, had a stroke in November 1995, Abdullah, then the crown prince, ruled in the king’s name."
39418_5,"Abdullah’s reign was a constant effort to balance desert traditions with the demands of the modern world, making him appear at times to be shifting from one to the other. When popular movements and insurgencies overthrew or threatened long-established Arab rulers from Tunisia to Yemen <span>in 2011,</span> he reacted swiftly. On his return from three months of treatment for a herniated disk and a blood clot in New York and Morocco, his government spent $130 billion to build 500,000 units of low-income housing, to bolster the salaries of government employees and to ensure the loyalty of religious organizations."
39418_13,"It has been suggested that the changes long resisted by conservative forces — resistance that even a king could not overcome — would one day come about as those men and women rose in the government, industry and academia. Perhaps Abdullah’s most daunting challenge arrived in the wake of the Sept.<span> 11,</span> 2001, terrorist attacks, with the revelation that 15 of the 19 hijackers were Saudis. The royal family at first railed at what it called a vicious smear campaign against the kingdom, then ruthlessly suppressed known militants — not least because the monarchy itself was a main target of Al Qaeda."
39418_14,"It has been suggested that the changes long resisted by conservative forces — resistance that even a king could not overcome — would one day come about as those men and women rose in the government, industry and academia. Perhaps Abdullah’s most daunting challenge arrived in the wake of the Sept. 11,<span> 2001,</span> terrorist attacks, with the revelation that 15 of the 19 hijackers were Saudis. The royal family at first railed at what it called a vicious smear campaign against the kingdom, then ruthlessly suppressed known militants — not least because the monarchy itself was a main target of Al Qaeda."
39418_15,"It has been suggested that the changes long resisted by conservative forces — resistance that even a king could not overcome — would one day come about as those men and women rose in the government, industry and academia. Perhaps Abdullah’s most daunting challenge arrived in the wake of the Sept. 11, 2001, terrorist attacks, with the revelation <span>that 15 of</span> the 19 hijackers were Saudis. The royal family at first railed at what it called a vicious smear campaign against the kingdom, then ruthlessly suppressed known militants — not least because the monarchy itself was a main target of Al Qaeda."
39418_16,"It has been suggested that the changes long resisted by conservative forces — resistance that even a king could not overcome — would one day come about as those men and women rose in the government, industry and academia. Perhaps Abdullah’s most daunting challenge arrived in the wake of the Sept. 11, 2001, terrorist attacks, with the revelation that 15 of <span>the 19 hijackers</span> were Saudis. The royal family at first railed at what it called a vicious smear campaign against the kingdom, then ruthlessly suppressed known militants — not least because the monarchy itself was a main target of Al Qaeda."
39418_24,"He refused to sign any official papers with his own name as long as his stricken brother lived. Fahd died on Aug.<span> 1,</span> 2005. One of King Abdullah’s first official acts was to pardon two Libyans accused of plotting to kill him, a result of Egypt’s engineering a reconciliation between the two nations."
39418_26,"He went on to establish job-training programs to help ease severe unemployment among educated young Saudis, to develop long-wasted natural gas as a commodity that could be exported, and to bring Saudi Arabia into the World Trade Organization. He became the first Saudi head of state to meet a pope, Benedict XVI, <span>in 2007.</span> Although he reaffirmed his kingdom’s longstanding alliance with the United States, tensions arose with events."
53411_3,"[Sign up for Love Letter, our weekly email about Modern Love, weddings and relationships.] ❦ ‘The sense of someone near is comforting.’ Lilian Howard,<span> 83 Virginia</span> Beach, Va. Living with Lydia, her 24-year-old roommate."
53411_5,"I learned that I could rely on my husband — briefly. It took two weeks for him to go from very willing to pitch in to noticeably irritated that I wasn’t <span>feeling 100 percent</span> yet. There was a dark period during my illness where I wished I was back in my parents’ New England home, with no neighbors around, roaming the woods with my child."
53411_8,"We’ve learned that the only thing more conducive to growth than living in a yurt is living in a yurt during quarantine. ❦ ‘We were supposed to be here for three days’ Bianca Carminati,<span> 34 Gili</span> Meno, Indonesia Living with her boyfriend, Eduardo. My boyfriend and I are accidentally living on an island in Indonesia; we were supposed to be here for just three days when lockdown happened."
53411_10,"But after seeing his addiction to video games since I’ve been home, I’ve entered into the uncharted waters of violently arguing with him about his life’s priorities and then tearfully making up. In just two months, we’ve shared more tears and hugs than the <span>past 10 years</span> combined. It’s been a time of many firsts — the first time I had a deep conversation with him, the first time I told him a secret and the first time I told him I love him."
53411_11,"Maybe I won’t take a job on the west coast after graduation; maybe I’ll stay on the East Coast to be close. ❦ ‘We have grieved, grown and healed’ Kelly Sterling,<span> 32 Brooklyn</span> Living with her husband, Randy. Before entering this quarantine, my husband and I suffered a miscarriage."
53411_12,"I had a hard time sleeping. I’d wake up <span>at 3 a</span>.m. on the couch. My husband would find me in the morning and we’d just sit there, holding each other."
53411_13,"Randy and I have come a long way during this time — now, we accept our loss as part of our story. ❦ ‘More than sex, drugs and rock ’n’ roll’ Kellie Krueger,<span> 32 Los</span> Angeles Living with her boyfriend, Tony, who moved into her studio apartment. We went from seeing each other on weekends at goth and rock clubs — and enjoying maybe one lazy day after — to this."
53411_14,"It feels healthy and right, because my apartment is so small. ❦ ‘We’re still getting to know each other’ Natasha Scripture,<span> 42 Frederick</span>, Md. Living with her fiancé, Ali, and their daughter Layla."
53411_25,"This time has been revealing not only for my relationship but for the whole structure and meaning of my life. ❦ ‘When I hit what seems to be my bottom, I just keep going’ April Friges,<span> 38 Pittsburgh</span> Living with her 2½-year-old daughter. I’m a single mom."
80703_4,"It built Newsstand into its mobile software as a one-stop shop for news apps on Apple devices, but users rarely see it that way—with services such as Flipboard offering a more seamless way to read aggregated news. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers."
80703_6,"It built Newsstand into its mobile software as a one-stop shop for news apps on Apple devices, but users rarely see it that way—with services such as Flipboard offering a more seamless way to read aggregated news. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers."
80703_8,"It built Newsstand into its mobile software as a one-stop shop for news apps on Apple devices, but users rarely see it that way—with services such as Flipboard offering a more seamless way to read aggregated news. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers."
80703_10,"It built Newsstand into its mobile software as a one-stop shop for news apps on Apple devices, but users rarely see it that way—with services such as Flipboard offering a more seamless way to read aggregated news. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers."
80703_12,"It built Newsstand into its mobile software as a one-stop shop for news apps on Apple devices, but users rarely see it that way—with services such as Flipboard offering a more seamless way to read aggregated news. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers."
