id,text
54624_6,"The main selling point, in addition to Goldman’s cachet: high rates. The bank is touting a 1.05% yield on savings accounts, 1% on one-year certificates of deposits <span>and 2% on</span> five-year CDs. Those rates are low historically, but much higher than what most large banks are offering these days."
54624_4,"The main selling point, in addition to Goldman’s cachet: high rates. The bank is touting <span>a 1.05% yield</span> on savings accounts, 1% on one-year certificates of deposits and 2% on five-year CDs. Those rates are low historically, but much higher than what most large banks are offering these days."
54624_5,"The main selling point, in addition to Goldman’s cachet: high rates. The bank is touting a 1.05% yield on savings accounts,<span> 1% on</span> one-year certificates of deposits and 2% on five-year CDs. Those rates are low historically, but much higher than what most large banks are offering these days."
58641_14,"China drives 40% of global copper demand. Lean hog prices <span>fell 14.3% in</span> July. However, since the S&P GSCI Total Return index tracks the daily performance of the contract as well as daily interest earned on funds committed to the investment, this index component rose 0.5% for the month."
58641_0,"An index <span>tracking 24 commodities</span> fell to its lowest level since 2002 on Friday  Updated July 31, 2015 8:38 pm ET  Commodity prices tumbled anew, plunging the S&P GSCI Total Return index to its worst monthly loss since November 2008 and deepening a yearslong rout that few observers expect to moderate. The index, which tracks a basket of commodities, fell to its lowest level since 2002 on Friday, according to data from S&P Dow Jones Indices."
58641_9,"Mr. Farley said he reduced investments in the sector at the end of 2014. July’s selloff touched every sector, with U.S. crude-oil prices <span>tumbling 21%,</span> their worst drop since October 2008, to $47.12 a barrel. Traders were caught off guard by reports that U.S. oil drilling accelerated in July for the first time since December, raising the potential for greater supplies."
25482_1,"The rationale for the strategy is apparent in public polling. Republicans have a 22-point advantage on handling crime, with 56 percent of registered voters saying they trust Republicans more <span>while 34 percent</span> say they trust Democrats more on the issue, according to a new Washington Post-ABC News poll. Just as Democrats have put many Republicans on defense over abortion in the wake of the Supreme Court decision to reverse Roe v. Wade, the GOP is now seeking to go on offense over crime."
25482_0,"The rationale for the strategy is apparent in public polling. Republicans have a 22-point advantage on handling crime, <span>with 56 percent</span> of registered voters saying they trust Republicans more while 34 percent say they trust Democrats more on the issue, according to a new Washington Post-ABC News poll. Just as Democrats have put many Republicans on defense over abortion in the wake of the Supreme Court decision to reverse Roe v. Wade, the GOP is now seeking to go on offense over crime."
25482_0,"The rationale for the strategy is apparent in public polling. Republicans have a 22-point advantage on handling crime, <span>with 56 percent</span> of registered voters saying they trust Republicans more while 34 percent say they trust Democrats more on the issue, according to a new Washington Post-ABC News poll. Just as Democrats have put many Republicans on defense over abortion in the wake of the Supreme Court decision to reverse Roe v. Wade, the GOP is now seeking to go on offense over crime."
9308_5,"You know, I didn’t care before,” Trump said, although he also reminded Cruz that he was still ahead in the polls. “He’s got probably a 4 or<span> 5 percent</span> chance” of winning the race. Trump imagined a scenario in which Trump himself might choose Cruz as a running mate, “And the Democrats sue because we can’t take him along for the ride."
9308_0,"The result was a night in which Cruz, a former college debate champion, found himself repeatedly on the defensive. Trump managed to turn around Cruz’s attack on “New York values,” giving an eloquent – especially for Trump – tribute to New York City’s recovery from the terrorist attacks of Sept.<span> 11,</span> 2001. All Cruz could do was applaud."
