id,text
26571_2,"Since emerging in China last year, the virus has killed 230,000 people worldwide including 63,000 in the US. The pandemic has seen at <span>least 3.2 million</span> people infected, a million of them Americans, since the virus spread from the city of Wuhan. What did Trump say?"
26571_0,"China has rejected the lab theory and criticised the US response to Covid-19. Since emerging in China last year, the virus has <span>killed 230,000 people</span> worldwide including 63,000 in the US. The pandemic has seen at least 3.2 million people infected, a million of them Americans, since the virus spread from the city of Wuhan."
26571_1,"China has rejected the lab theory and criticised the US response to Covid-19. Since emerging in China last year, the virus has killed 230,000 people worldwide <span>including 63,000 in</span> the US. The pandemic has seen at least 3.2 million people infected, a million of them Americans, since the virus spread from the city of Wuhan."
74352_13,"On average, forecasters estimated the probability of a September rate increase at 42%. By comparison, futures markets—where traders make bets on the Fed policy outlook—signal only <span>a 24% chance</span> of the Fed raising rates this month, CME Group said Thursday. Joshua Shapiro, chief U.S. economist at MFR Inc., said he thinks the Fed will start raising rates in October, but still gave a 45% chance of a move in September."
74352_0,"<span>About 46% expect</span> first rate increase at next week’s meeting  Updated Sept. 11, 2015 10:09 am ET  It’s a close call, but most private economists polled think the Federal Reserve will keep short-term interest rates pinned near zero next week. About 46% of business and academic economists surveyed over the past week by The Wall Street Journal predicted the Fed’s first rate increase would come at the Sept. 16-17 policy meeting."
74352_6,"While a plurality picked September, a majority predicted liftoff would arrive at some later meeting. About 9.5% said the Fed would lift off in October, while 35% said the first rate increase would come in December <span>and 9.5% said</span> the central bank would wait until 2016. Expectations for an imminent Fed rate increase have fallen sharply in the past few weeks."
37311_17,"Water management costs are adding to pressure on copper miners amid a slide in prices—down 32% since highs reached in 2011—deflated by weaker demand, especially in China. But at about $3 a pound, prices are still higher than Freeport's extraction costs in North America of $1.87 a pound, and up from prices that hovered <span>around $1.50 a</span> pound in the 1990s. Analysts say copper prices are relatively resilient, because quality deposits are limited and the metal is essential to a wide variety of goods, from water pipes to iPhones."
37311_14,"""Water is a critical issue in places like Northern Chile and Southern Peru, and here in New Mexico and Arizona,"" Freeport Chief Executive Officer Richard Adkerson said in an interview. Water management costs are adding to pressure on copper miners amid a slide in prices—<span>down 32% since</span> highs reached in 2011—deflated by weaker demand, especially in China. But at about $3 a pound, prices are still higher than Freeport's extraction costs in North America of $1.87 a pound, and up from prices that hovered around $1.50 a pound in the 1990s."
37311_15,"Water management costs are adding to pressure on copper miners amid a slide in prices—down 32% since highs reached in 2011—deflated by weaker demand, especially in China. But at <span>about $3 a</span> pound, prices are still higher than Freeport's extraction costs in North America of $1.87 a pound, and up from prices that hovered around $1.50 a pound in the 1990s. Analysts say copper prices are relatively resilient, because quality deposits are limited and the metal is essential to a wide variety of goods, from water pipes to iPhones."
95268_5,"The American Psychiatric Association de-pathologized homosexuality in 1973, when it was removed from the Diagnostic and Statistical Manual of Mental Disorders. Other professional groups quickly followed suit: - <span>In 1975,</span> the American Psychological Association urged its members to help remove the stigma of illness from gay people. - In 1981, the World Health Organization removed homosexuality from its list of mental illnesses."
95268_4,"I think you can choose not to be homosexual."" The American Psychiatric Association de-pathologized homosexuality <span>in 1973,</span> when it was removed from the Diagnostic and Statistical Manual of Mental Disorders. Other professional groups quickly followed suit: - In 1975, the American Psychological Association urged its members to help remove the stigma of illness from gay people."
95268_4,"I think you can choose not to be homosexual."" The American Psychiatric Association de-pathologized homosexuality <span>in 1973,</span> when it was removed from the Diagnostic and Statistical Manual of Mental Disorders. Other professional groups quickly followed suit: - In 1975, the American Psychological Association urged its members to help remove the stigma of illness from gay people."
