,precision,recall,f1-score,support
currency,0.5,0.5,0.5,2.0
housing,1.0,0.3333333333333333,0.5,3.0
interest,0.7142857142857143,1.0,0.8333333333333334,5.0
jobs,0.9761904761904762,1.0,0.9879518072289156,41.0
macro,0.782608695652174,0.72,0.75,25.0
none,0.7894736842105263,0.9090909090909091,0.8450704225352113,33.0
other,1.0,0.5,0.6666666666666666,2.0
prices,0.0,0.0,0.0,3.0
retail,0.3333333333333333,1.0,0.5,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8442622950819673,0.8442622950819673,0.8442622950819673,0.8442622950819673
macro avg,0.7095891903672225,0.6676709956709956,0.641635556309746,122.0
weighted avg,0.8405444294985503,0.8442622950819673,0.8317760768309904,122.0
