,precision,recall,f1-score,support
currency,0.0,0.0,0.0,2.0
housing,1.0,1.0,1.0,2.0
interest,1.0,1.0,1.0,5.0
jobs,1.0,0.926829268292683,0.9620253164556962,41.0
macro,0.75,0.84,0.7924528301886793,25.0
market,0.0,0.0,0.0,0.0
none,0.7631578947368421,0.8787878787878788,0.8169014084507042,33.0
other,0.0,0.0,0.0,2.0
prices,0.0,0.0,0.0,3.0
retail,0.5,1.0,0.6666666666666666,1.0
wages,1.0,0.42857142857142855,0.6,7.0
accuracy,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
macro avg,0.5466507177033493,0.5521989614229083,0.5307314747056133,121.0
weighted avg,0.8217703349282297,0.8181818181818182,0.8105683626028136,121.0
