,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.5714285714285714,0.8,0.6666666666666666,5.0
macro,1.0,0.8260869565217391,0.9047619047619048,23.0
market,0.9,0.9,0.9,20.0
none,0.9487179487179487,0.925,0.9367088607594937,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,1.0,1.0,1.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8725490196078431,0.8725490196078431,0.8725490196078431,0.8725490196078431
macro avg,0.5836496836496836,0.5864624505928854,0.5825579483807332,102.0
weighted avg,0.9098613804496158,0.8725490196078431,0.8883452115023224,102.0
