,precision,recall,f1-score,support
currency,0.0,0.0,0.0,2.0
housing,1.0,0.8571428571428571,0.9230769230769231,7.0
interest,0.0,0.0,0.0,2.0
jobs,1.0,0.4,0.5714285714285714,5.0
macro,1.0,0.9565217391304348,0.9777777777777777,23.0
market,0.9411764705882353,0.8,0.8648648648648649,20.0
none,0.7547169811320755,1.0,0.8602150537634409,40.0
other,0.0,0.0,0.0,1.0
retail,1.0,1.0,1.0,2.0
accuracy,0.8627450980392157,0.8627450980392157,0.8627450980392157,0.8627450980392157
macro avg,0.6328770501911456,0.5570738440303659,0.5774847989901754,102.0
weighted avg,0.8432569476181149,0.8627450980392157,0.8383673495627955,102.0
