,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.5,1.0,0.6666666666666666,2.0
jobs,0.9583333333333334,1.0,0.9787234042553191,23.0
macro,0.9166666666666666,0.9565217391304348,0.9361702127659575,23.0
market,0.9545454545454546,0.9130434782608695,0.9333333333333333,23.0
none,1.0,0.9056603773584906,0.9504950495049505,53.0
other,1.0,1.0,1.0,2.0
prices,0.8571428571428571,1.0,0.9230769230769231,6.0
retail,1.0,1.0,1.0,1.0
wages,0.5,1.0,0.6666666666666666,1.0
accuracy,0.9407407407407408,0.9407407407407408,0.9407407407407408,0.9407407407407408
macro avg,0.8686688311688311,0.9775225594749795,0.9055132256269817,135.0
weighted avg,0.9534992784992785,0.9407407407407408,0.9438808816324439,135.0
