,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,1.0,0.625,0.7692307692307693,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.96,0.8888888888888888,0.9230769230769231,27.0
macro,0.6,0.8181818181818182,0.6923076923076923,11.0
market,1.0,0.5,0.6666666666666666,14.0
none,0.8428571428571429,1.0,0.9147286821705426,59.0
prices,1.0,0.6666666666666666,0.8,3.0
wages,1.0,0.75,0.8571428571428571,8.0
accuracy,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8636363636363636
macro avg,0.9336507936507937,0.8054152637485971,0.8470170656217167,132.0
weighted avg,0.8882467532467532,0.8636363636363636,0.8579680009912568,132.0
