,precision,recall,f1-score,support
currency,0.6,0.6,0.6,5.0
energy,1.0,0.5,0.6666666666666666,10.0
housing,1.0,0.95,0.9743589743589743,20.0
interest,1.0,0.7857142857142857,0.88,14.0
jobs,0.9428571428571428,0.908256880733945,0.9252336448598131,109.0
macro,0.8987341772151899,0.8255813953488372,0.8606060606060606,86.0
market,0.875,0.9491525423728814,0.9105691056910569,59.0
none,0.9192307692307692,0.9637096774193549,0.9409448818897638,248.0
other,0.3333333333333333,0.5,0.4,6.0
prices,0.6470588235294118,0.8461538461538461,0.7333333333333334,13.0
retail,0.3333333333333333,0.25,0.28571428571428575,4.0
wages,0.8461538461538461,0.6875,0.7586206896551724,16.0
accuracy,0.8966101694915254,0.8966101694915254,0.8966101694915254,0.8966101694915254
macro avg,0.7829751188044191,0.7305057189785957,0.7446706368979273,590.0
weighted avg,0.9015938273878694,0.8966101694915254,0.8959804476454135,590.0
