58	better	0.5513
58	worse	0.545
58	same	0.4572
58	none	0.4573
135	better	0.4408
135	worse	0.5112
135	same	0.494
135	none	0.5648
410	better	0.6711
410	worse	0.6002
410	same	0.4684
410	none	0.375
439	better	0.5217
439	worse	0.517
439	same	0.5345
439	none	0.5138
672	better	0.5003
672	worse	0.5043
672	same	0.4655
672	none	0.5651
44	better	0.6259
44	worse	0.5816
44	same	0.5288
44	none	0.3112
195	better	0.529
195	worse	0.5019
195	same	0.5191
195	none	0.5456
258	better	0.6286
258	worse	0.6534
258	same	0.5606
258	none	0.1849
286	better	0.6454
286	worse	0.6175
286	same	0.5137
286	none	0.2863
950	better	0.6086
950	worse	0.5981
950	same	0.5238
950	none	0.3517
530	better	0.6205
530	worse	0.5686
530	same	0.4377
530	none	0.3541
654	better	0.6563
654	worse	0.5747
654	same	0.5975
654	none	0.2477
952	better	0.6614
952	worse	0.6137
952	same	0.5557
952	none	0.1888
124	better	0.5526
124	worse	0.599
124	same	0.6193
124	none	0.3514
199	better	0.4909
199	worse	0.6673
199	same	0.555
199	none	0.223
16612	better	0.5391
16612	worse	0.6598
16612	same	0.6409
16612	none	0.1537
18190	better	0.6807
18190	worse	0.5871
18190	same	0.5685
18190	none	0.1582
19134	better	0.5216
19134	worse	0.6041
19134	same	0.7162
19134	none	0.1546
1311	better	0.5568
1311	worse	0.6956
1311	same	0.575
1311	none	0.1974
86954	better	0.761
86954	worse	0.5227
86954	same	0.4565
86954	none	0.2287
863	better	0.5024
863	worse	0.7011
863	same	0.5534
863	none	0.2115
869	better	0.5771
869	worse	0.6711
869	same	0.5924
869	none	0.134
993	better	0.6481
993	worse	0.6116
993	same	0.5832
993	none	0.1595
4031	better	0.5548
4031	worse	0.6808
4031	same	0.6216
4031	none	0.1676
6164	better	0.5533
6164	worse	0.6539
6164	same	0.499
6164	none	0.3237
6006	better	0.6861
6006	worse	0.6118
6006	same	0.4807
6006	none	0.2489
10205	better	0.4853
10205	worse	0.4607
10205	same	0.7036
10205	none	0.3708
11040	better	0.6489
11040	worse	0.5773
11040	same	0.5035
11040	none	0.3734
14431	better	0.7407
14431	worse	0.5447
14431	same	0.4916
14431	none	0.2208
15674	better	0.5824
15674	worse	0.5553
15674	same	0.639
15674	none	0.2774
7	better	0.5831
7	worse	0.534
7	same	0.4251
7	none	0.396
85614	better	0.4502
85614	worse	0.5047
85614	same	0.4099
85614	none	0.7668
89910	better	0.4247
89910	worse	0.484
89910	same	0.3912
89910	none	0.7652
1263	better	0.6036
1263	worse	0.5836
1263	same	0.4078
1263	none	0.3037
16121	better	0.653
16121	worse	0.5804
16121	same	0.412
16121	none	0.4076
78753	better	0.6876
78753	worse	0.6145
78753	same	0.4492
78753	none	0.2064
4255	better	0.5209
4255	worse	0.5542
4255	same	0.454
4255	none	0.5532
4806	better	0.5637
4806	worse	0.5476
4806	same	0.4575
4806	none	0.4503
22064	better	0.5664
22064	worse	0.5743
22064	same	0.4262
22064	none	0.4449
