58	1.0
135	1.0
410	1.0
439	1.0
672	1.0
44	1.0
258	1.0
286	1.0
409	1.0
950	1.0
530	1.0
654	1.0
952	1.0
879	1.0
124	1.0
199	1.0
16612	1.0
18190	1.0
19134	1.0
1311	1.0
13929	1.0
86954	1.0
568	1.0
495	1.0
863	1.0
704	1.0
733	1.0
869	1.0
1482	1.0
2079	1.0
1458	1.0
4031	1.0
6164	1.0
6006	1.0
10205	1.0
11040	1.0
14431	1.0
15674	1.0
31058	1.0
85614	1.0
89910	1.0
1263	1.0
30092	1.0
4255	1.0
22064	1.0
40041	1.0
64028	1.0
4167	1.0
35182	1.0
2825	1.0
19497	1.0
19949	1.0
32637	1.0
35362	1.0
56329	1.0
24673	1.0
245	1.0
515	1.0
5443	1.0
5800	1.0
2022	1.0
4934	1.0
11913	1.0
14980	1.0
30465	1.0
3224	1.0
6200	1.0
203	1.0
2075	1.0
1550	1.0
35510	1.0
32870	1.0
58353	1.0
10250	1.0
2159	1.0
39578	1.0
96354	1.0
17999	1.0
42133	1.0
70397	1.0
52214	1.0
56172	1.0
50838	1.0
45296	1.0
6393	1.0
51228	1.0
8735	1.0
29994	1.0
