,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,0.9090909090909091,1.0,0.9523809523809523,10.0
interest,0.0,0.0,0.0,2.0
jobs,0.6,0.6,0.6,5.0
macro,1.0,0.782608695652174,0.878048780487805,23.0
market,0.85,0.85,0.85,20.0
none,0.9361702127659575,0.9777777777777777,0.9565217391304347,45.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8454545454545455,0.8454545454545455,0.8454545454545455,0.8454545454545455
macro avg,0.5295261121856867,0.47103864734299516,0.4903618138665859,110.0
weighted avg,0.874714260594338,0.8454545454545455,0.8554158460839267,110.0
