,precision,recall,f1-score,support
currency,0.6666666666666666,1.0,0.8,2.0
housing,1.0,1.0,1.0,2.0
interest,1.0,1.0,1.0,7.0
jobs,0.9090909090909091,1.0,0.9523809523809523,40.0
macro,0.9130434782608695,1.0,0.9545454545454545,21.0
market,1.0,0.9285714285714286,0.962962962962963,14.0
none,0.9333333333333333,0.7777777777777778,0.8484848484848485,18.0
other,0.5,0.3333333333333333,0.4,3.0
prices,0.5,1.0,0.6666666666666666,3.0
wages,1.0,0.6153846153846154,0.761904761904762,13.0
accuracy,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439
macro avg,0.8422134387351778,0.8655067155067154,0.8346945646945647,123.0
weighted avg,0.916023436914211,0.9024390243902439,0.8991842544688072,123.0
