,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,0.8571428571428571,0.6,0.7058823529411764,10.0
interest,0.0,0.0,0.0,2.0
jobs,0.75,0.6,0.6666666666666665,5.0
macro,1.0,0.8260869565217391,0.9047619047619047,23.0
market,0.85,0.85,0.85,20.0
none,0.8461538461538461,0.9777777777777777,0.9072164948453608,45.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
macro avg,0.5303296703296704,0.4353864734299517,0.4701194085881776,110.0
weighted avg,0.8399850149850149,0.8181818181818182,0.8214523297603952,110.0
