,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
energy,0.0,0.0,0.0,0.0
housing,0.9090909090909091,1.0,0.9523809523809523,10.0
interest,0.0,0.0,0.0,2.0
jobs,0.6666666666666666,0.8,0.7272727272727272,5.0
macro,1.0,0.8260869565217391,0.9047619047619047,23.0
market,0.85,0.85,0.85,20.0
none,0.9555555555555556,0.9555555555555556,0.9555555555555556,45.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8545454545454545,0.8545454545454545,0.8545454545454545,0.8545454545454545
macro avg,0.48921028466483013,0.4483311374615722,0.4596943460579823,110.0
weighted avg,0.8856749311294766,0.8545454545454545,0.8663911845730028,110.0
