,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.6666666666666666,1.0,0.8,2.0
jobs,1.0,0.9130434782608695,0.9545454545454546,23.0
macro,0.5609756097560976,1.0,0.71875,23.0
market,1.0,0.391304347826087,0.5625,23.0
none,0.864406779661017,0.9622641509433962,0.9107142857142857,53.0
other,0.0,0.0,0.0,2.0
prices,1.0,0.16666666666666666,0.2857142857142857,6.0
retail,0.0,0.0,0.0,1.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8,0.8,0.8,0.8
macro avg,0.609204905608378,0.5433278643697019,0.5232224025974026,135.0
weighted avg,0.8374024568870926,0.8,0.7704106541606541,135.0
