,precision,recall,f1-score,support
energy,1.0,0.6666666666666666,0.8,9.0
housing,1.0,1.0,1.0,3.0
interest,1.0,1.0,1.0,4.0
jobs,0.7647058823529411,1.0,0.8666666666666666,13.0
macro,0.5,1.0,0.6666666666666666,4.0
market,0.2857142857142857,1.0,0.4444444444444445,2.0
none,1.0,0.47619047619047616,0.6451612903225806,63.0
other,0.14285714285714285,1.0,0.25,1.0
prices,0.3333333333333333,1.0,0.5,1.0
wages,0.0,0.0,0.0,0.0
accuracy,0.64,0.64,0.64,0.64
macro avg,0.6026610644257702,0.8142857142857143,0.6172939068100358,100.0
weighted avg,0.9198879551820728,0.64,0.7041738351254481,100.0
