,precision,recall,f1-score,support
currency,0.6666666666666666,0.8,0.7272727272727272,5.0
energy,0.8,0.4,0.5333333333333333,10.0
housing,0.8333333333333334,1.0,0.9090909090909091,20.0
interest,1.0,0.8571428571428571,0.923076923076923,14.0
jobs,0.9137931034482759,0.9724770642201835,0.9422222222222223,109.0
macro,0.9382716049382716,0.8837209302325582,0.9101796407185628,86.0
market,0.859375,0.9322033898305084,0.8943089430894309,59.0
none,0.9726027397260274,0.8588709677419355,0.9122055674518202,248.0
other,0.2222222222222222,0.3333333333333333,0.26666666666666666,6.0
prices,0.6190476190476191,1.0,0.7647058823529412,13.0
retail,0.3333333333333333,0.25,0.28571428571428575,4.0
wages,0.36666666666666664,0.6875,0.47826086956521735,16.0
accuracy,0.8762711864406779,0.8762711864406779,0.8762711864406779,0.8762711864406779
macro avg,0.7104426907818682,0.7479373785417813,0.7122531642129198,590.0
weighted avg,0.899634513785696,0.8762711864406779,0.8819994564329279,590.0
