,precision,recall,f1-score,support
energy,0.0,0.0,0.0,1.0
housing,1.0,0.5,0.6666666666666666,8.0
interest,1.0,1.0,1.0,1.0
jobs,1.0,0.48148148148148145,0.65,27.0
macro,1.0,0.45454545454545453,0.625,11.0
market,1.0,0.5714285714285714,0.7272727272727273,14.0
none,0.6494845360824743,1.0,0.7875000000000001,63.0
prices,1.0,0.3333333333333333,0.5,3.0
wages,0.0,0.0,0.0,1.0
accuracy,0.7364341085271318,0.7364341085271318,0.7364341085271318,0.7364341085271318
macro avg,0.7388316151202748,0.4823098711987601,0.5507154882154882,129.0
weighted avg,0.8133141532805882,0.7364341085271318,0.7135864458538878,129.0
