,precision,recall,f1-score,support
currency,0.5714285714285714,0.8,0.6666666666666666,5.0
energy,1.0,0.4,0.5714285714285715,10.0
housing,0.9090909090909091,1.0,0.9523809523809523,20.0
interest,1.0,0.8571428571428571,0.923076923076923,14.0
jobs,0.9313725490196079,0.8715596330275229,0.900473933649289,109.0
macro,0.9367088607594937,0.8604651162790697,0.8969696969696971,86.0
market,0.8709677419354839,0.9152542372881356,0.8925619834710744,59.0
none,0.9227799227799228,0.9637096774193549,0.9428007889546351,248.0
other,0.2857142857142857,0.3333333333333333,0.30769230769230765,6.0
prices,0.5652173913043478,1.0,0.7222222222222222,13.0
retail,0.3333333333333333,0.25,0.28571428571428575,4.0
wages,0.9,0.5625,0.6923076923076923,16.0
accuracy,0.8932203389830509,0.8932203389830509,0.8932203389830509,0.8932203389830509
macro avg,0.7688844637804962,0.7344970712075227,0.7295246687111931,590.0
weighted avg,0.9019449045179742,0.8932203389830509,0.8919321073997413,590.0
