,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,0.8888888888888888,1.0,0.9411764705882353,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9310344827586207,1.0,0.9642857142857143,27.0
macro,0.5263157894736842,0.9090909090909091,0.6666666666666666,11.0
market,1.0,0.5714285714285714,0.7272727272727273,14.0
none,0.9344262295081968,0.9661016949152542,0.95,59.0
prices,0.0,0.0,0.0,3.0
wages,1.0,0.5,0.6666666666666666,8.0
accuracy,0.8787878787878788,0.8787878787878788,0.8787878787878788,0.8787878787878788
macro avg,0.8089628211810433,0.7718467972705261,0.7684520272755567,132.0
weighted avg,0.8876489649302123,0.8787878787878788,0.867148567415947,132.0
