,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
jobs,0.95,0.7916666666666666,0.8636363636363635,24.0
macro,1.0,0.75,0.8571428571428571,16.0
market,1.0,1.0,1.0,9.0
none,0.0,0.0,0.0,0.0
other,0.0,0.0,0.0,0.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.0,0.0,0.0,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8035714285714286,0.8035714285714286,0.8035714285714286,0.8035714285714286
macro avg,0.6333333333333333,0.6157407407407407,0.6197691197691197,56.0
weighted avg,0.9294642857142856,0.8035714285714286,0.8573747680890538,56.0
