,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,0.3333333333333333,0.5,3.0
interest,0.7142857142857143,1.0,0.8333333333333334,5.0
jobs,0.9534883720930233,1.0,0.9761904761904762,41.0
macro,0.8095238095238095,0.68,0.7391304347826086,25.0
market,0.0,0.0,0.0,0.0
none,0.7894736842105263,0.9090909090909091,0.8450704225352113,33.0
other,1.0,0.5,0.6666666666666666,2.0
prices,1.0,0.3333333333333333,0.5,3.0
retail,0.3333333333333333,1.0,0.5,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8442622950819673,0.8442622950819673,0.8442622950819673,0.8442622950819673
macro avg,0.7818277194042188,0.6336402990948445,0.6418537575916633,122.0
weighted avg,0.8712173112919546,0.8442622950819673,0.8406234508500275,122.0
