,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,1.0,1.0,2.0
interest,1.0,1.0,1.0,7.0
jobs,1.0,1.0,1.0,42.0
macro,0.8235294117647058,0.6666666666666666,0.7368421052631577,21.0
market,0.9333333333333333,1.0,0.9655172413793104,14.0
none,0.0,0.0,0.0,0.0
other,0.0,0.0,0.0,3.0
prices,0.3333333333333333,1.0,0.5,3.0
wages,1.0,0.3076923076923077,0.47058823529411764,13.0
accuracy,0.8130841121495327,0.8130841121495327,0.8130841121495327,0.8130841121495327
macro avg,0.7090196078431372,0.6474358974358974,0.6339614248603253,107.0
weighted avg,0.9099138720908925,0.8130841121495327,0.8312327661868554,107.0
