,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,1.0,0.5,0.6666666666666666,2.0
interest,1.0,1.0,1.0,7.0
jobs,0.9512195121951219,0.975,0.9629629629629629,40.0
macro,0.75,0.7142857142857143,0.7317073170731706,21.0
market,1.0,1.0,1.0,14.0
none,0.5925925925925926,0.8888888888888888,0.711111111111111,18.0
other,1.0,0.3333333333333333,0.5,3.0
prices,1.0,0.6666666666666666,0.8,3.0
wages,1.0,0.6153846153846154,0.761904761904762,13.0
accuracy,0.8536585365853658,0.8536585365853658,0.8536585365853658,0.8536585365853658
macro avg,0.9293812104787715,0.7693559218559219,0.8134352819718673,123.0
weighted avg,0.8818329036948906,0.8536585365853658,0.8522151822369948,123.0
