,precision,recall,f1-score,support
currency,0.3,0.6,0.4,5.0
energy,1.0,0.4,0.5714285714285715,10.0
housing,0.9090909090909091,1.0,0.9523809523809523,20.0
interest,1.0,0.8571428571428571,0.923076923076923,14.0
jobs,0.9375,0.8256880733944955,0.878048780487805,109.0
macro,0.9342105263157895,0.8255813953488372,0.8765432098765432,86.0
market,0.85,0.864406779661017,0.8571428571428572,59.0
none,0.8981132075471698,0.9596774193548387,0.9278752436647174,248.0
other,0.2857142857142857,0.3333333333333333,0.30769230769230765,6.0
prices,0.5,1.0,0.6666666666666666,13.0
retail,0.3333333333333333,0.25,0.28571428571428575,4.0
wages,0.7777777777777778,0.4375,0.56,16.0
accuracy,0.8677966101694915,0.8677966101694915,0.8677966101694915,0.8677966101694915
macro avg,0.7271450033149387,0.696110821519615,0.6838808165109692,590.0
weighted avg,0.8831958684893857,0.8677966101694915,0.8679240363787988,590.0
