,precision,recall,f1-score,support
currency,1.0,0.4,0.5714285714285714,5.0
energy,1.0,0.2,0.3333333333333333,10.0
housing,1.0,0.85,0.918918918918919,20.0
interest,0.9166666666666666,0.7857142857142857,0.8461538461538461,14.0
jobs,0.9619047619047619,0.926605504587156,0.9439252336448598,109.0
macro,0.6915887850467289,0.8604651162790697,0.7668393782383419,86.0
market,0.9411764705882353,0.5423728813559322,0.6881720430107527,59.0
none,0.8148148148148148,0.9758064516129032,0.8880733944954129,248.0
other,0.0,0.0,0.0,6.0
prices,0.5,0.15384615384615385,0.23529411764705882,13.0
retail,0.5,0.25,0.3333333333333333,4.0
wages,1.0,0.5,0.6666666666666666,16.0
accuracy,0.8338983050847457,0.8338983050847457,0.8338983050847457,0.8338983050847457
macro avg,0.7771792915851007,0.5370675327829585,0.5993449030725914,590.0
weighted avg,0.8377306334470357,0.8338983050847457,0.8155156293435664,590.0
