,precision,recall,f1-score,support
energy,1.0,0.3333333333333333,0.5,9.0
interest,1.0,0.75,0.8571428571428571,4.0
jobs,1.0,0.9230769230769231,0.9600000000000001,13.0
macro,0.75,1.0,0.8571428571428571,15.0
market,0.2857142857142857,1.0,0.4444444444444445,2.0
none,0.9594594594594594,0.9726027397260274,0.9659863945578231,73.0
other,1.0,0.5,0.6666666666666666,2.0
prices,1.0,0.5,0.6666666666666666,4.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8861788617886179,0.8861788617886179,0.8861788617886179,0.8861788617886179
macro avg,0.7772415272415273,0.664334777348476,0.6575610985134794,123.0
weighted avg,0.9257070659509683,0.8861788617886179,0.8835090242058884,123.0
