,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.6666666666666666,1.0,0.8,2.0
jobs,1.0,0.8695652173913043,0.9302325581395349,23.0
macro,0.71875,1.0,0.8363636363636363,23.0
market,1.0,0.6521739130434783,0.7894736842105263,23.0
none,0.85,0.9622641509433962,0.9026548672566371,53.0
other,1.0,0.5,0.6666666666666666,2.0
prices,1.0,0.5,0.6666666666666666,6.0
retail,0.0,0.0,0.0,1.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8592592592592593,0.8592592592592593,0.8592592592592593,0.8592592592592593
macro avg,0.7235416666666666,0.6484003281378179,0.6592058079303669,135.0
weighted avg,0.8734413580246913,0.8592592592592593,0.8486196185803713,135.0
