,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,1.0,1.0,3.0
interest,1.0,1.0,1.0,5.0
jobs,0.9285714285714286,0.9512195121951219,0.9397590361445783,41.0
macro,0.7777777777777778,0.56,0.6511627906976745,25.0
none,0.7560975609756098,0.9393939393939394,0.8378378378378378,33.0
other,1.0,0.5,0.6666666666666666,2.0
prices,1.0,0.3333333333333333,0.5,3.0
retail,0.2,1.0,0.3333333333333333,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8278688524590164,0.8278688524590164,0.8278688524590164,0.8278688524590164
macro avg,0.8662446767324816,0.749823249920811,0.742875966468009,122.0
weighted avg,0.8579269879349848,0.8278688524590164,0.8261571494373078,122.0
