,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,0.8888888888888888,1.0,0.9411764705882353,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9285714285714286,0.9629629629629629,0.9454545454545454,27.0
macro,0.6428571428571429,0.8181818181818182,0.72,11.0
market,1.0,0.6428571428571429,0.782608695652174,14.0
none,0.95,0.9661016949152542,0.957983193277311,59.0
prices,1.0,1.0,1.0,3.0
wages,1.0,0.875,0.9333333333333333,8.0
accuracy,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
macro avg,0.9344797178130511,0.9183448465463532,0.9200618042561778,132.0
weighted avg,0.9265452140452141,0.9166666666666666,0.9160672825843716,132.0
