,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,1.0,1.0,3.0
interest,1.0,1.0,1.0,5.0
jobs,0.9111111111111111,1.0,0.9534883720930233,41.0
macro,0.8125,0.52,0.6341463414634146,25.0
none,0.7837837837837838,0.8787878787878788,0.8285714285714286,33.0
other,0.5,0.5,0.5,2.0
prices,1.0,1.0,1.0,3.0
retail,0.2,1.0,0.3333333333333333,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.8360655737704918
macro avg,0.8207394894894895,0.8113073593073592,0.77495394754612,122.0
weighted avg,0.8584665608231182,0.8360655737704918,0.8343404830758726,122.0
