,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,1.0,0.875,0.9333333333333333,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9230769230769231,0.8888888888888888,0.9056603773584906,27.0
macro,0.5,0.8181818181818182,0.6206896551724138,11.0
market,1.0,0.35714285714285715,0.5263157894736842,14.0
none,0.8405797101449275,0.9830508474576272,0.90625,59.0
prices,0.0,0.0,0.0,3.0
wages,1.0,0.625,0.7692307692307693,8.0
accuracy,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
macro avg,0.8070729592468724,0.7274738235190212,0.7401644360631878,132.0
weighted avg,0.8486157562244518,0.8333333333333334,0.8161977293084863,132.0
