,precision,recall,f1-score,support
currency,0.5,1.0,0.6666666666666666,1.0
jobs,0.9473684210526315,0.75,0.8372093023255814,24.0
macro,1.0,0.75,0.8571428571428571,16.0
market,1.0,1.0,1.0,9.0
none,0.8888888888888888,0.9795918367346939,0.9320388349514563,49.0
other,0.0,0.0,0.0,0.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.3333333333333333,0.5,0.4,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.8857142857142857
macro avg,0.7132878492527615,0.7755102040816326,0.7278000575810465,105.0
weighted avg,0.9115148983570036,0.8857142857142857,0.8906219725792026,105.0
