,precision,recall,f1-score,support
currency,0.5,0.2,0.28571428571428575,5.0
energy,0.0,0.0,0.0,10.0
housing,0.9166666666666666,0.55,0.6874999999999999,20.0
interest,1.0,0.42857142857142855,0.6,14.0
jobs,0.9318181818181818,0.3761467889908257,0.5359477124183006,109.0
macro,0.975,0.45348837209302323,0.6190476190476191,86.0
market,0.8571428571428571,0.4067796610169492,0.5517241379310346,59.0
none,0.5580865603644647,0.9879032258064516,0.7132459970887918,248.0
other,0.3333333333333333,0.16666666666666666,0.2222222222222222,6.0
prices,0.875,0.5384615384615384,0.6666666666666667,13.0
retail,0.3333333333333333,0.25,0.28571428571428575,4.0
wages,1.0,0.3125,0.47619047619047616,16.0
accuracy,0.6457627118644068,0.6457627118644068,0.6457627118644068,0.6457627118644068
macro avg,0.6900317443882363,0.38920980680057365,0.4703311169161402,590.0
weighted avg,0.7456554983502783,0.6457627118644068,0.6159891584713858,590.0
