,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,0.9090909090909091,1.0,0.9523809523809523,10.0
interest,0.0,0.0,0.0,2.0
jobs,0.7142857142857143,1.0,0.8333333333333333,5.0
macro,1.0,0.8260869565217391,0.9047619047619047,23.0
market,1.0,0.85,0.9189189189189189,20.0
none,0.0,0.0,0.0,0.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154
macro avg,0.4623376623376624,0.4676086956521739,0.4609395109395109,65.0
weighted avg,0.8871128871128872,0.8153846153846154,0.8442827442827442,65.0
