,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.6666666666666666,1.0,0.8,2.0
jobs,1.0,0.9565217391304348,0.9777777777777777,23.0
macro,0.6388888888888888,1.0,0.7796610169491526,23.0
market,1.0,0.7391304347826086,0.85,23.0
none,0.9807692307692307,0.9622641509433962,0.9714285714285714,53.0
other,0.0,0.0,0.0,2.0
prices,1.0,0.3333333333333333,0.5,6.0
retail,1.0,1.0,1.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
macro avg,0.8286324786324787,0.7991249658189773,0.7878867366155502,135.0
weighted avg,0.9111744222855334,0.8888888888888888,0.8819022708476569,135.0
