,precision,recall,f1-score,support
currency,1.0,0.4,0.5714285714285714,5.0
energy,1.0,1.0,1.0,10.0
housing,0.8636363636363636,0.95,0.9047619047619048,20.0
interest,0.8,0.8571428571428571,0.8275862068965517,14.0
jobs,0.9553571428571429,0.981651376146789,0.9683257918552036,109.0
macro,0.7523809523809524,0.9186046511627907,0.8272251308900523,86.0
market,0.8867924528301887,0.7966101694915254,0.8392857142857143,59.0
none,0.9510204081632653,0.9395161290322581,0.9452332657200812,248.0
other,0.25,0.16666666666666666,0.2,6.0
prices,0.6666666666666666,0.3076923076923077,0.42105263157894735,13.0
retail,0.42857142857142855,0.75,0.5454545454545454,4.0
wages,1.0,0.5625,0.72,16.0
accuracy,0.8915254237288136,0.8915254237288136,0.8915254237288136,0.8915254237288136
macro avg,0.7962021179255007,0.719198679777933,0.730862813572631,590.0
weighted avg,0.8955359085954934,0.8915254237288136,0.8873536777143664,590.0
