,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,0.8571428571428571,0.9230769230769231,7.0
interest,0.0,0.0,0.0,2.0
jobs,1.0,0.8,0.8888888888888888,5.0
macro,0.9523809523809523,0.8695652173913043,0.9090909090909091,23.0
market,0.875,0.7,0.7777777777777778,20.0
none,0.7692307692307693,1.0,0.8695652173913043,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
macro avg,0.5596611721611722,0.4726708074534162,0.503506638289247,102.0
weighted avg,0.8252352222940458,0.8333333333333334,0.8184957980354399,102.0
