,precision,recall,f1-score,support
currency,0.5,1.0,0.6666666666666666,2.0
housing,1.0,1.0,1.0,2.0
interest,1.0,1.0,1.0,7.0
jobs,0.9302325581395349,1.0,0.963855421686747,40.0
macro,0.9047619047619048,0.9047619047619048,0.9047619047619048,21.0
market,1.0,0.9285714285714286,0.962962962962963,14.0
none,0.8235294117647058,0.7777777777777778,0.7999999999999999,18.0
other,1.0,0.3333333333333333,0.5,3.0
prices,0.3333333333333333,1.0,0.5,3.0
wages,1.0,0.46153846153846156,0.631578947368421,13.0
accuracy,0.8699186991869918,0.8699186991869918,0.8699186991869918,0.8699186991869918
macro avg,0.8491857207999478,0.8405982905982906,0.7929825903446702,123.0
weighted avg,0.9108360303849277,0.8699186991869918,0.8697525040493835,123.0
